Bereich,Unterbereich,Teilbereich31,Teilbereich,Menge,Jahr,lfdNr
Soziale Leistungen, Sicherung des Lebensunterhalts,7,Sonstige ordentliche Erträge,-1615721.15,2012,10289
Soziale Leistungen, Sicherung des Lebensunterhalts,10,Ordentliche Erträge,-12323865.55,2012,10290
Soziale Leistungen, Sicherung des Lebensunterhalts,11,Personalaufwendungen,2531964.99,2012,10291
Soziale Leistungen, Sicherung des Lebensunterhalts,12,Versorgungsaufwendungen,177777.18,2012,10292
Soziale Leistungen, Sicherung des Lebensunterhalts,13,Aufwendungen f.Sach-/Dienstleistungen,297687.50,2012,10293
Soziale Leistungen, Sicherung des Lebensunterhalts,14,Bilanzielle Abschreibungen,15129.70,2012,10294
Soziale Leistungen, Sicherung des Lebensunterhalts,15,Transferaufwendungen,30589179.21,2012,10295
Soziale Leistungen, Sicherung des Lebensunterhalts,16,Sonstige ordentliche Aufwendungen,177441.92,2012,10296
Soziale Leistungen, Sicherung des Lebensunterhalts,17,Ordentliche Aufwendungen,33789180.50,2012,10297
Soziale Leistungen, Sicherung des Lebensunterhalts,18,Ordentliches Ergebnis,21465314.95,2012,10298
Soziale Leistungen, Sicherung des Lebensunterhalts,22,Ergebnis lfd. Verwaltungstätigkeit,21465314.95,2012,10299
Soziale Leistungen, Sicherung des Lebensunterhalts,26,Ergebnis vor int.Leistungsbeziehungen,21465314.95,2012,10300
Soziale Leistungen, Sicherung des Lebensunterhalts,28,Aufwend. aus int.Leistungsbeziehungen,-358955.14,2012,10301
Soziale Leistungen, Sicherung des Lebensunterhalts,Interne,Leistungsbeziehungen,-358955.14,2012,10302
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,2,Zuwendungen und allgemeine Umlagen,-1331309.09,2012,10304
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,3,Sonstige Transfererträge,-2254383.14,2012,10305
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,4,Öffentlich-rechtl. Leistungsentgelte,-1641004.54,2012,10306
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,5,Privatrechtliche Leistungsentgelte,0.00,2012,10307
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,6,Kostenerstattungen und Kostenumlagen,-1198435.98,2012,10308
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,7,Sonstige ordentliche Erträge,-17514.32,2012,10309
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,10,Ordentliche Erträge,-6442647.07,2012,10310
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,11,Personalaufwendungen,4288879.35,2012,10311
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,12,Versorgungsaufwendungen,291539.97,2012,10312
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,13,Aufwendungen f.Sach-/Dienstleistungen,457682.43,2012,10313
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,14,Bilanzielle Abschreibungen,40070.30,2012,10314
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,15,Transferaufwendungen,30583139.51,2012,10315
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,16,Sonstige ordentliche Aufwendungen,1800876.10,2012,10316
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,17,Ordentliche Aufwendungen,37462187.66,2012,10317
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,18,Ordentliches Ergebnis,31019540.59,2012,10318
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,22,Ergebnis lfd. Verwaltungstätigkeit,31019540.59,2012,10319
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,26,Ergebnis vor int.Leistungsbeziehungen,31019540.59,2012,10320
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,28,Aufwend. aus int.Leistungsbeziehungen,1828310.00,2012,10321
Soziale Leistungen, Sicherung besonderer sozialer Bedarfe,Interne,Leistungsbeziehungen,1828310.00,2012,10322
Soziale Leistungen, Wohngeld,2,Zuwendungen und allgemeine Umlagen,-47.82,2012,10324
Soziale Leistungen, Wohngeld,3,Sonstige Transfererträge,-462.00,2012,10325
Soziale Leistungen, Wohngeld,6,Kostenerstattungen und Kostenumlagen,-918.36,2012,10326
Soziale Leistungen, Wohngeld,7,Sonstige ordentliche Erträge,-5183.50,2012,10327
Soziale Leistungen, Wohngeld,10,Ordentliche Erträge,-6611.68,2012,10328
Soziale Leistungen, Wohngeld,11,Personalaufwendungen,803331.00,2012,10329
Soziale Leistungen, Wohngeld,12,Versorgungsaufwendungen,45326.25,2012,10330
Soziale Leistungen, Wohngeld,13,Aufwendungen f.Sach-/Dienstleistungen,63900.00,2012,10331
Soziale Leistungen, Wohngeld,14,Bilanzielle Abschreibungen,4338.71,2012,10332
Soziale Leistungen, Wohngeld,15,Transferaufwendungen,462.00,2012,10333
Soziale Leistungen, Wohngeld,16,Sonstige ordentliche Aufwendungen,14326.39,2012,10334
Soziale Leistungen, Wohngeld,17,Ordentliche Aufwendungen,931684.35,2012,10335
Soziale Leistungen, Wohngeld,18,Ordentliches Ergebnis,925072.67,2012,10336
Soziale Leistungen, Wohngeld,22,Ergebnis lfd. Verwaltungstätigkeit,925072.67,2012,10337
Soziale Leistungen, Wohngeld,26,Ergebnis vor int.Leistungsbeziehungen,925072.67,2012,10338
Soziale Leistungen, Wohngeld,28,Aufwend. aus int.Leistungsbeziehungen,74850.00,2012,10339
Soziale Leistungen, Wohngeld,Interne,Leistungsbeziehungen,74850.00,2012,10340
Soziale Leistungen, Lastenausgleich,2,Zuwendungen und allgemeine Umlagen,0.00,2012,10342
Soziale Leistungen, Lastenausgleich,6,Kostenerstattungen und Kostenumlagen,0.00,2012,10343
Soziale Leistungen, Lastenausgleich,10,Ordentliche Erträge,0.00,2012,10344
Soziale Leistungen, Lastenausgleich,11,Personalaufwendungen,0.00,2012,10345
Soziale Leistungen, Lastenausgleich,12,Versorgungsaufwendungen,0.00,2012,10346
Soziale Leistungen, Lastenausgleich,13,Aufwendungen f.Sach-/Dienstleistungen,0.00,2012,10347
Soziale Leistungen, Lastenausgleich,14,Bilanzielle Abschreibungen,0.00,2012,10348
Soziale Leistungen, Lastenausgleich,16,Sonstige ordentliche Aufwendungen,0.00,2012,10349
Soziale Leistungen, Lastenausgleich,17,Ordentliche Aufwendungen,0.00,2012,10350
Soziale Leistungen, Lastenausgleich,18,Ordentliches Ergebnis,0.00,2012,10351
Soziale Leistungen, Lastenausgleich,22,Ergebnis lfd. Verwaltungstätigkeit,0.00,2012,10352
Soziale Leistungen, Lastenausgleich,26,Ergebnis vor int.Leistungsbeziehungen,0.00,2012,10353
Soziale Leistungen, Lastenausgleich,28,Aufwend. aus int.Leistungsbeziehungen,0.00,2012,10354
Soziale Leistungen, Lastenausgleich,Interne,Leistungsbeziehungen,0.00,2012,10355
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,2,Zuwendungen und allgemeine Umlagen,-40480362.13,2012,10357
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,3,Sonstige Transfererträge,-2008280.64,2012,10358
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,4,Öffentlich-rechtl. Leistungsentgelte,-8020479.82,2012,10359
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,5,Privatrechtliche Leistungsentgelte,-633576.43,2012,10360
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,6,Kostenerstattungen und Kostenumlagen,-687605.87,2012,10361
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,7,Sonstige ordentliche Erträge,-164302.98,2012,10362
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,10,Ordentliche Erträge,-51994607.87,2012,10363
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,11,Personalaufwendungen,16903013.35,2012,10364
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,12,Versorgungsaufwendungen,194918.84,2012,10365
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,13,Aufwendungen f.Sach-/Dienstleistungen,690755.05,2012,10366
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,14,Bilanzielle Abschreibungen,431861.82,2012,10367
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,15,Transferaufwendungen,58134091.86,2012,10368
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,16,Sonstige ordentliche Aufwendungen,1329329.02,2012,10369
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,17,Ordentliche Aufwendungen,77683969.94,2012,10370
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,18,Ordentliches Ergebnis,25689362.07,2012,10371
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,22,Ergebnis lfd. Verwaltungstätigkeit,25689362.07,2012,10372
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,26,Ergebnis vor int.Leistungsbeziehungen,25689362.07,2012,10373
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,28,Aufwend. aus int.Leistungsbeziehungen,1875780.00,2012,10374
"Kinder-, Jugend- und Familienhilfe", Förderung von Kindern in Tagesbetreuung,Interne,Leistungsbeziehungen,1875780.00,2012,10375
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,2,Zuwendungen und allgemeine Umlagen,-3915906.59,2012,10377
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,3,Sonstige Transfererträge,-10742.00,2012,10378
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,4,Öffentlich-rechtl. Leistungsentgelte,-1931984.00,2012,10379
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,5,Privatrechtliche Leistungsentgelte,-1039855.32,2012,10380
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,6,Kostenerstattungen und Kostenumlagen,-36223.11,2012,10381
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,7,Sonstige ordentliche Erträge,-55894.96,2012,10382
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,10,Ordentliche Erträge,-6990605.98,2012,10383
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,11,Personalaufwendungen,9075230.89,2012,10384
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,12,Versorgungsaufwendungen,45389.27,2012,10385
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,13,Aufwendungen f.Sach-/Dienstleistungen,1726198.95,2012,10386
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,14,Bilanzielle Abschreibungen,209713.90,2012,10387
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,15,Transferaufwendungen,2959556.53,2012,10388
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,16,Sonstige ordentliche Aufwendungen,1259576.23,2012,10389
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,17,Ordentliche Aufwendungen,15275665.77,2012,10390
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,18,Ordentliches Ergebnis,8285059.79,2012,10391
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,22,Ergebnis lfd. Verwaltungstätigkeit,8285059.79,2012,10392
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,26,Ergebnis vor int.Leistungsbeziehungen,8285059.79,2012,10393
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,28,Aufwend. aus int.Leistungsbeziehungen,-1509081.71,2012,10394
"Kinder-, Jugend- und Familienhilfe", Kinder- und Jugendarbeit,Interne,Leistungsbeziehungen,-1509081.71,2012,10395
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,2,Zuwendungen und allgemeine Umlagen,-250996.20,2012,10397
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,3,Sonstige Transfererträge,-63762.52,2012,10398
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,5,Privatrechtliche Leistungsentgelte,-482.90,2012,10399
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,6,Kostenerstattungen und Kostenumlagen,-17995.67,2012,10400
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,7,Sonstige ordentliche Erträge,-8191.83,2012,10401
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,10,Ordentliche Erträge,-341429.12,2012,10402
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,11,Personalaufwendungen,1981603.41,2012,10403
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,12,Versorgungsaufwendungen,-14468.06,2012,10404
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,13,Aufwendungen f.Sach-/Dienstleistungen,133288.60,2012,10405
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,14,Bilanzielle Abschreibungen,36463.39,2012,10406
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,15,Transferaufwendungen,1752657.55,2012,10407
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,16,Sonstige ordentliche Aufwendungen,153376.79,2012,10408
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,17,Ordentliche Aufwendungen,4042921.68,2012,10409
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,18,Ordentliches Ergebnis,3701492.56,2012,10410
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,22,Ergebnis lfd. Verwaltungstätigkeit,3701492.56,2012,10411
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,26,Ergebnis vor int.Leistungsbeziehungen,3701492.56,2012,10412
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,28,Aufwend. aus int.Leistungsbeziehungen,133120.00,2012,10413
"Kinder-, Jugend- und Familienhilfe", Förderung von benachteiligten jungen Menschen,Interne,Leistungsbeziehungen,133120.00,2012,10414
"Kinder-, Jugend- und Familienhilfe", Familienförderung,2,Zuwendungen und allgemeine Umlagen,-251907.47,2012,10416
"Kinder-, Jugend- und Familienhilfe", Familienförderung,3,Sonstige Transfererträge,-374.50,2012,10417
"Kinder-, Jugend- und Familienhilfe", Familienförderung,7,Sonstige ordentliche Erträge,0.00,2012,10418
"Kinder-, Jugend- und Familienhilfe", Familienförderung,10,Ordentliche Erträge,-252281.97,2012,10419
"Kinder-, Jugend- und Familienhilfe", Familienförderung,11,Personalaufwendungen,878305.88,2012,10420
"Kinder-, Jugend- und Familienhilfe", Familienförderung,12,Versorgungsaufwendungen,50960.63,2012,10421
"Kinder-, Jugend- und Familienhilfe", Familienförderung,13,Aufwendungen f.Sach-/Dienstleistungen,54422.27,2012,10422
"Kinder-, Jugend- und Familienhilfe", Familienförderung,14,Bilanzielle Abschreibungen,7132.44,2012,10423
"Kinder-, Jugend- und Familienhilfe", Familienförderung,15,Transferaufwendungen,1958710.42,2012,10424
"Kinder-, Jugend- und Familienhilfe", Familienförderung,16,Sonstige ordentliche Aufwendungen,105893.89,2012,10425
"Kinder-, Jugend- und Familienhilfe", Familienförderung,17,Ordentliche Aufwendungen,3055425.53,2012,10426
"Kinder-, Jugend- und Familienhilfe", Familienförderung,18,Ordentliches Ergebnis,2803143.56,2012,10427
"Kinder-, Jugend- und Familienhilfe", Familienförderung,22,Ergebnis lfd. Verwaltungstätigkeit,2803143.56,2012,10428
"Kinder-, Jugend- und Familienhilfe", Familienförderung,26,Ergebnis vor int.Leistungsbeziehungen,2803143.56,2012,10429
"Kinder-, Jugend- und Familienhilfe", Familienförderung,28,Aufwend. aus int.Leistungsbeziehungen,98320.00,2012,10430
"Kinder-, Jugend- und Familienhilfe", Familienförderung,Interne,Leistungsbeziehungen,98320.00,2012,10431
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,3,Sonstige Transfererträge,-2604800.26,2012,10433
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,4,Öffentlich-rechtl. Leistungsentgelte,-1200.00,2012,10434
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,5,Privatrechtliche Leistungsentgelte,0.00,2012,10435
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,6,Kostenerstattungen und Kostenumlagen,-3247985.12,2012,10436
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,7,Sonstige ordentliche Erträge,-189.62,2012,10437
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,10,Ordentliche Erträge,-5854175.00,2012,10438
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,11,Personalaufwendungen,7140705.79,2012,10439
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,12,Versorgungsaufwendungen,341830.90,2012,10440
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,13,Aufwendungen f.Sach-/Dienstleistungen,2531276.88,2012,10441
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,14,Bilanzielle Abschreibungen,44027.98,2012,10442
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,15,Transferaufwendungen,32023818.52,2012,10443
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,16,Sonstige ordentliche Aufwendungen,275908.40,2012,10444
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,17,Ordentliche Aufwendungen,42357568.47,2012,10445
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,18,Ordentliches Ergebnis,36503393.47,2012,10446
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,22,Ergebnis lfd. Verwaltungstätigkeit,36503393.47,2012,10447
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,26,Ergebnis vor int.Leistungsbeziehungen,36503393.47,2012,10448
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,28,Aufwend. aus int.Leistungsbeziehungen,524560.00,2012,10449
"Kinder-, Jugend- und Familienhilfe", Erzieherische und wirtschaftliche Hilfen für Familien,Interne,Leistungsbeziehungen,524560.00,2012,10450
Gesundheitsdienste, Gesundheitsdienste,2,Zuwendungen und allgemeine Umlagen,-202554.00,2012,10452
Gesundheitsdienste, Gesundheitsdienste,4,Öffentlich-rechtl. Leistungsentgelte,-286044.12,2012,10453
Gesundheitsdienste, Gesundheitsdienste,5,Privatrechtliche Leistungsentgelte,-765.00,2012,10454
Gesundheitsdienste, Gesundheitsdienste,6,Kostenerstattungen und Kostenumlagen,-216428.80,2012,10455
Gesundheitsdienste, Gesundheitsdienste,7,Sonstige ordentliche Erträge,623.50,2012,10456
Gesundheitsdienste, Gesundheitsdienste,10,Ordentliche Erträge,-705168.42,2012,10457
Gesundheitsdienste, Gesundheitsdienste,11,Personalaufwendungen,4621880.69,2012,10458
Gesundheitsdienste, Gesundheitsdienste,12,Versorgungsaufwendungen,129245.51,2012,10459
Gesundheitsdienste, Gesundheitsdienste,13,Aufwendungen f.Sach-/Dienstleistungen,266858.84,2012,10460
Gesundheitsdienste, Gesundheitsdienste,14,Bilanzielle Abschreibungen,55256.85,2012,10461
